education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,response,age,cust_since,acc_camp,total_spent,household_size,cluster
2,1,39190,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,40,2,0,133,3,0
1,0,71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,55,10,0,777,1,2
2,1,38578,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,42,12,0,73,4,3
2,0,57236,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,49,3,0,121,3,3
1,1,61825,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,35,10,0,424,3,1
1,1,79803,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,56,0,0,868,3,1
0,1,80910,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,28,19,0,756,2,2
2,0,27590,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,32,14,0,12,2,0
1,0,56775,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,35,17,0,937,2,1
1,1,83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,39,8,3,1862,2,5
0,0,54210,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,35,13,0,367,2,1
1,0,38508,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,28,10,0,443,2,0
1,0,53187,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,44,8,0,267,2,0
1,0,30023,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,42,3,0,61,2,0
2,1,76045,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,54,7,1,1323,2,2
2,0,50870,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,62,0,0,63,2,3
0,0,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,44,10,0,64,1,0
0,0,65463,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,0,40,4,1,562,2,1
1,0,66480,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,49,0,0,312,3,3
1,1,76773,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,60,16,0,1156,2,2
0,1,81698,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,1,31,15,1,1104,2,5
2,1,54466,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,41,4,0,16,4,3
2,1,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,54,4,1,2008,2,2
2,1,16269,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,30,9,0,44,3,0
1,0,71819,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,43,10,2,1574,2,1
2,0,33569,1,0,10,16,2,18,3,0,24,1,1,1,2,8,0,1,31,8,1,63,2,0
2,0,36262,0,0,24,88,39,54,64,28,153,1,3,5,3,6,0,1,31,9,1,426,1,0
0,0,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,48,17,0,96,1,0
0,0,47025,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,36,9,0,635,2,1
1,1,70566,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,46,8,0,757,3,1
2,0,31605,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,35,19,0,125,2,0
2,1,52034,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,41,13,0,332,4,3
1,1,48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,35,6,0,135,3,0
1,0,46734,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,60,19,0,330,2,1
1,1,39552,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,1,52,18,0,384,4,3
1,1,86358,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,48,22,0,1722,4,1
1,0,46931,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,37,2,0,78,4,3
0,1,16581,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,29,17,0,24,2,0
0,1,63998,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,1,62,6,0,1168,2,2
2,0,67381,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,0,63,17,1,957,2,1
1,1,25930,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,47,8,0,15,4,3
1,0,42693,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,36,0,0,57,2,0
1,0,85606,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,38,19,1,1956,2,2
1,1,72903,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,29,7,3,2013,2,5
0,0,49669,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,40,1,0,326,2,0
2,0,36778,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,46,22,0,77,3,3
2,1,85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,52,13,0,1313,2,2
2,1,10979,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,25,1,0,30,2,0
1,0,49678,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,53,16,0,315,2,1
2,0,56129,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,61,12,0,660,2,1
1,0,37155,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,25,16,0,74,2,0
0,1,21282,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,36,1,0,46,3,0
2,1,33419,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,52,10,0,86,3,3
1,1,63285,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,69,7,0,1103,2,2
2,0,21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,40,5,0,61,2,0
1,0,42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,0,1,33,7,1,145,2,0
1,0,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,58,21,0,684,3,1
2,0,57744,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,60,7,0,411,2,1
1,1,26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,0,1,28,20,1,27,3,0
2,1,57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,71,11,0,1060,2,1
1,0,68142,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,50,21,0,1459,2,2
1,0,7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,35,21,0,18,2,0
1,0,83145,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,1,40,21,1,1833,1,5
2,0,54197,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,54,2,0,237,2,3
2,1,23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,51,1,0,48,4,3
1,0,46049,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,1,38,11,0,515,3,1
1,0,56715,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,40,18,0,1020,1,2
1,0,79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,53,1,0,1370,1,2
1,0,57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,63,15,0,1026,2,2
1,0,44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,49,3,0,301,2,3
1,0,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,58,21,0,684,3,1
1,0,59594,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,0,49,20,1,499,2,1
1,0,80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,20,22,0,1004,1,2
2,0,40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,40,8,0,218,2,3
1,0,62710,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,42,13,0,606,2,1
0,0,48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,46,11,0,75,2,3
1,0,35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,46,22,0,106,4,3
1,0,77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,66,13,0,990,1,2
1,1,81657,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,45,5,0,1097,2,2
0,0,14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,18,4,1,16,1,0
0,0,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,40,3,0,34,1,0
2,0,74214,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,24,22,0,1711,1,2
2,0,66726,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,0,57,5,1,438,3,1
0,0,23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,35,17,0,75,2,0
2,0,47353,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,54,7,0,225,2,3
2,0,33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,62,19,0,18,3,3
1,0,54386,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,33,13,0,470,2,1
1,1,28510,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,33,14,0,91,4,3
2,1,90638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,23,4,1,2525,2,2
1,0,48070,0,1,33,373,14,83,6,9,19,3,8,2,6,7,1,0,64,17,0,504,2,4
1,0,43140,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,57,17,0,235,2,3
2,1,54959,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,53,17,1,1232,3,1
0,1,15056,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,56,13,0,88,4,3
1,1,26954,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,43,1,0,17,3,0
1,1,22327,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,29,10,0,24,3,0
1,0,44393,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,49,10,0,60,3,3
2,1,62000,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,62,10,1,1020,3,1
2,0,31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,52,18,0,155,2,3
0,0,45894,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,40,4,0,51,3,3
2,1,78579,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,1,44,18,0,1812,2,2
2,1,67369,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,45,19,2,1461,3,5
1,1,58401,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,54,2,0,96,3,3
1,1,62307,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,62,4,0,160,3,3
2,0,43641,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,45,14,0,139,3,3
2,1,63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,46,14,0,908,3,1
0,0,46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,49,9,0,183,2,3
2,0,70091,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,45,14,1,1161,2,1
2,0,78075,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,42,2,0,988,1,2
0,1,59184,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,53,21,0,1072,3,2
1,0,54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,37,9,0,174,3,3
1,0,58113,0,1,66,221,104,169,102,78,84,3,9,2,8,7,1,0,55,17,0,758,2,4
2,0,51412,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,56,5,0,195,2,3
1,1,15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,35,20,1,31,3,0
2,0,66636,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,57,10,0,1084,1,2
2,0,50965,0,1,87,544,13,85,8,6,29,3,10,4,5,8,0,0,58,16,1,685,2,1
2,0,84618,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,49,7,1,1672,1,2
1,0,18351,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,24,7,0,43,1,0
2,0,40451,0,2,54,35,0,4,0,0,10,1,1,1,2,5,0,0,57,4,1,49,3,3
1,0,36317,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,49,13,0,133,2,3
1,0,42213,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,0,57,8,1,363,2,1
1,0,65748,0,1,58,172,73,93,95,78,34,2,2,4,10,1,1,0,59,14,0,545,2,4
1,0,77044,0,1,12,625,38,242,50,34,76,2,7,11,11,4,0,0,42,8,1,1065,2,2
1,0,74918,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,45,15,1,2047,1,2
1,0,56721,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,42,19,0,296,3,3
1,1,42160,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,1,39,12,0,140,4,3
1,1,61559,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,49,11,0,530,3,1
2,0,33629,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,51,22,0,152,3,3
2,0,68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,23,8,0,1598,1,2
1,1,34377,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,51,17,0,114,3,3
0,1,8940,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,28,22,0,101,3,0
1,0,26228,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,41,9,0,25,2,0
0,1,77297,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,57,17,1,789,2,2
1,0,40211,1,1,30,51,1,7,2,1,25,2,2,1,2,8,0,0,33,10,1,87,3,3
2,1,33438,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,56,9,0,90,4,3
2,0,75032,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,55,14,0,1215,2,1
2,1,61284,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,59,8,1,811,2,1
1,0,22518,1,0,36,11,7,12,2,2,27,2,2,1,2,5,0,1,28,20,1,61,2,0
2,0,54730,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,39,10,0,405,2,1
2,0,38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,59,2,0,72,3,3
1,1,44421,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,43,16,0,189,4,3
2,0,38197,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,28,11,0,40,2,0
1,1,41986,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,36,4,0,63,3,3
1,0,28427,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,31,15,0,52,2,0
2,0,37395,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,38,1,0,39,2,0
1,0,64722,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,43,1,0,805,2,1
2,0,55249,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,58,2,0,130,2,3
1,0,84906,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,42,8,3,1631,1,5
1,0,28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,25,11,0,34,2,0
1,1,44213,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,62,6,0,152,4,3
0,1,25707,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,30,5,0,21,3,0
2,0,59062,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,47,8,0,71,4,3
1,1,76624,0,1,68,411,106,147,54,115,66,1,5,10,7,1,0,0,52,1,1,899,3,2
2,0,66000,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,67,2,0,711,1,2
2,0,27683,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,36,22,0,351,2,0
1,1,1730,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,43,1,0,8,2,0
0,1,7500,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,22,18,0,119,3,0
1,0,40521,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,46,14,0,21,3,3
2,0,20427,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,41,3,0,10,2,0
1,0,65106,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,0,39,1,1,973,2,1
2,0,69969,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,1,49,10,2,1536,1,5
1,0,67433,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,0,62,11,1,992,3,1
2,0,77766,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,47,16,1,1529,2,5
1,0,74716,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,42,9,0,860,2,2
1,1,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,51,8,0,928,3,1
2,0,55158,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,1,44,22,0,418,3,1
0,0,62972,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,1,59,22,0,587,2,1
1,0,74190,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,39,1,0,641,2,2
1,0,39356,1,1,21,15,0,2,0,0,6,1,1,0,2,6,0,0,38,3,1,23,3,3
1,0,76653,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,45,10,2,2279,1,2
2,1,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,0,41,1,1,49,4,3
2,1,90687,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,1,31,13,1,1779,2,5
2,0,73450,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,32,6,2,1804,1,5
1,0,31454,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,54,11,0,48,3,3
1,1,47139,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,1,62,3,0,83,4,3
1,1,83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,39,8,3,1862,2,5
2,0,53378,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,1,51,21,0,793,3,1
1,0,19656,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,44,16,0,84,2,0
2,0,45579,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,66,10,0,183,2,3
0,1,85485,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,56,0,0,1383,2,2
1,0,55956,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,70,2,1,999,1,1
2,1,64191,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,51,17,0,825,3,1
1,1,38808,1,0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,42,22,1,246,3,0
2,0,57183,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,48,15,0,610,3,1
2,1,23748,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,46,19,0,76,3,0
1,0,66303,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,43,16,1,1286,2,1
2,0,37368,1,0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,39,6,1,30,2,0
1,0,40800,1,2,77,24,0,27,8,30,10,2,3,0,3,7,1,0,50,17,0,99,4,4
1,1,71847,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,36,21,1,1192,2,2
1,0,46149,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,39,6,0,362,2,1
1,0,78687,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,1,31,22,1,2130,1,5
0,1,49118,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,43,22,2,1229,2,5
2,0,37633,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,57,21,0,38,3,3
2,0,39767,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,63,11,0,485,1,1
0,0,26997,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,63,19,0,434,1,0
1,1,33986,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,44,15,0,44,3,0
2,0,57091,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,42,19,1,496,2,1
0,0,46831,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,45,12,0,78,3,3
2,0,83151,0,0,80,968,147,842,137,42,210,1,5,7,10,2,0,1,42,16,3,2346,1,5
1,0,52531,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,43,17,0,794,1,2
1,0,15759,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,58,9,0,17,1,0
1,1,22804,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,43,10,0,26,3,0
0,0,43050,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,41,3,0,76,2,0
2,1,42997,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,37,6,0,15,4,3
2,1,48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,51,2,0,62,4,3
2,0,60033,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,60,3,0,198,2,3
2,0,34043,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,36,8,0,49,2,0
1,0,57811,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,0,48,12,1,802,2,1
1,0,78569,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,1,68,4,1,1736,1,2
1,1,7500,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,36,18,0,57,4,3
2,0,157733,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,43,12,0,59,2,3
1,0,94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,61,15,3,2302,1,5
0,0,23148,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,29,4,0,37,1,0
1,1,44267,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,44,16,0,310,4,3
1,0,71626,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,35,19,1,1305,1,2
1,0,60894,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,48,12,0,832,2,1
1,0,50200,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,38,14,0,401,3,1
2,0,81051,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,49,1,2,1501,1,5
1,0,65169,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,0,1,32,5,4,1189,1,5
1,0,59868,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,42,11,0,1194,2,1
2,0,65695,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,54,4,0,656,2,1
2,1,64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,58,19,0,1540,2,2
2,0,45143,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,49,10,0,311,2,1
0,0,74805,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,59,7,0,820,2,2
0,0,59060,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,25,5,0,274,2,0
2,1,27238,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,52,14,0,57,4,3
1,0,47009,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,49,8,0,448,2,1
0,0,46094,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,41,0,0,44,3,3
1,0,40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,42,11,0,102,3,3
1,0,37235,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,30,4,0,61,2,0
2,0,81843,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,54,14,0,1643,1,2
2,0,46692,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,56,12,0,397,2,1
1,0,77382,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,46,5,1,1121,2,2
1,1,37774,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,1,37,21,1,473,4,4
0,0,18393,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,40,3,0,50,2,0
2,0,72828,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,52,16,0,1678,2,1
1,0,24711,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,32,2,0,58,1,0
2,0,45503,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,39,9,0,170,2,0
2,1,6560,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,32,6,0,373,2,0
2,0,71604,0,0,3,345,53,528,98,75,97,1,8,3,5,4,0,1,69,7,1,1196,1,5
1,0,27244,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,35,3,0,101,2,0
1,0,48752,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,1,45,18,0,316,3,3
1,0,71434,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,0,52,9,2,1400,2,2
1,1,90842,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,66,11,0,1424,2,2
2,0,88097,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,36,22,3,844,2,5
1,0,51948,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,39,9,0,311,2,1
1,0,71853,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,32,13,0,1149,1,2
2,0,35876,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,31,2,0,129,1,0
1,1,40049,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,62,8,0,32,3,3
1,1,39660,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,1,32,22,0,299,3,0
1,0,50127,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,0,52,1,1,320,2,3
2,0,43263,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,37,19,0,441,2,1
2,0,62845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,65,20,1,1178,3,1
1,0,18929,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,24,16,0,85,1,0
0,1,24367,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,32,15,0,24,3,0
1,1,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,39,16,0,112,3,0
0,0,26887,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,55,16,0,30,2,3
2,0,50150,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,31,12,0,410,1,0
1,0,62061,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,0,38,9,1,800,2,1
2,1,85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,52,13,0,1313,2,2
2,0,76542,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,58,14,0,1483,1,2
1,1,70515,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,1,21,8,0,1258,2,2
1,0,18227,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,27,19,0,28,2,0
1,0,69139,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,49,5,0,227,2,3
1,0,69109,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,32,19,1,1555,1,5
1,1,69627,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,52,15,0,861,3,2
1,0,38136,1,0,69,8,15,27,0,20,33,2,3,1,2,8,0,0,36,14,1,103,2,0
2,1,62159,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,68,2,0,634,2,2
1,1,80695,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,51,5,0,1918,2,2
2,1,33316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,43,8,0,131,4,3
1,0,58554,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,46,21,0,586,3,1
